"district","tm","y","m","pop","pop_low","pop_upp","pop_u5","pop_u5_low","pop_u5_upp","pop_u5_alt","prop_idp","dep_rate","arr_rate"
"Ceel Dheer","72",2018,12,109564,89038,122376,28949,22956,33090,22461,0.165250204719532,0.120577258082198,0
"Ceel Waaq","72",2018,12,52381,32253,71150,13829,8358,19241,10738,0.293676707136065,0,0
"Ceerigaabo","72",2018,12,234107,94640,334529,52859,21026,76550,47992,0.143174084663419,0.147284189752915,0.184105237191144
"Dhuusamarreeb","72",2018,12,151649,97062,181710,36374,23036,43824,31088,0.4225996903721,1.9492302542881,1.80303798521649
"Diinsoor","72",2018,12,94035,48166,147671,29422,15097,46056,19277,0.0721110346768377,7.24155536669829,0.0842041321709103
"Doolow","72",2018,12,60887,35030,115875,15544,8926,29837,12482,0.351748203988921,0,2.22667161345051
"Eyl","72",2018,12,82600,46934,134429,24363,13681,40367,16933,0.0340043527388389,0,0
"Gaalkacyo","72",2018,12,437146,262990,716952,127832,76526,211090,89615,0.398119854223633,0.964065209678568,6.90782768127407
"Galdogob","72",2018,12,165073,48923,463064,45460,13186,130799,33840,0.0257594574921662,1.01478077268385,0.927487802990614
"Garbahaarey","72",2018,12,117965,75574,184345,31121,19669,49859,24183,0.230615150990393,1.34469770218544,1.48211206591241
"Garoowe","72",2018,12,209602,97312,274487,70873,32749,93415,42968,0.0711241305877342,0.315650431414317,0.152188600860474
"Gebiley","72",2018,12,153915,124517,174710,34529,27783,39792,31553,0.0805236714194884,0.072668720618487,0.072668720618487
"Hargeysa","72",2018,12,1113501,906411,1480164,241056,195107,323129,228268,0.0619306248079603,0.742023914092367,0.315498946016829
"Hobyo","72",2018,12,102950,25407,160704,26160,6283,41554,21105,0.179441511263736,0.378913177851851,1.47018313006518
"Iskushuban","72",2018,12,76359,62023,108395,21931,17561,31553,15654,0.0431360029497063,6.01615673080653,0.875077342662768
"Jalalaqsi","72",2018,12,92124,9224,163016,24350,2384,44235,18886,1,1.077145171394,0
"Jamaame","72",2018,12,145879,89611,186583,38536,23351,50113,29905,0.125760820319505,6.36384082561733,3.07685700295178
"Jariiban","72",2018,12,101451,61097,135496,28555,16901,38741,20797,0.1340908491856,2.34122523990782,4.09714416983868
"Jilib","72",2018,12,166870,136638,189956,44101,35100,51873,34208,0.0874750337099779,1.51289113059478,0
"Jowhar","72",2018,12,308885,185414,417139,81149,45210,118050,63321,0.248771446270201,0.786726006655961,0
"Kismaayo","72",2018,12,302070,255694,365942,74544,62829,90667,61924,0.116495250140305,0.373131642195553,2.54805211517324
"Kurtunwaarey","72",2018,12,135116,20059,225038,35682,5310,59726,27699,0.162450937545497,1.33601810700025,0.641812620029533
"Laas Caanood","72",2018,12,197156,147322,310454,53691,39301,85683,40417,0.50326337597107,5.56123805705579,10.258488294038
"Laasqoray","72",2018,12,212212,55230,405390,51672,13020,101620,43504,0.0769794540420606,7.58451645262199,6.20136816166287
"Lughaye","72",2018,12,75970,51117,109538,18090,11821,26712,15574,0.154168034805833,0.814750073987039,0.829299182451094
"Luuq","72",2018,12,97553,78545,111000,27646,22008,31948,19998,0.551120512804733,0.502306476328793,0.784853869263739
"Marka","72",2018,12,249185,94556,480610,65792,25101,129694,51083,0.679402308222716,4.14452687642862,0.324956477457771
"Owdweyne","72",2018,12,84713,48371,128338,17865,10027,27563,17366,0.0951170482028298,6.59454714341935,6.12826603226849
"Qandala","72",2018,12,143036,52910,488889,39268,13982,138341,29322,0.056107921616719,8.72864526859525,8.25566449049403
"Qansax Dheere","72",2018,12,80930,31210,134171,26723,9822,45383,16591,0.0748081789891982,4.70016738692226,0
"Qardho","72",2018,12,182452,101789,290141,52192,28902,83522,37403,0.280257557835449,0.892766755499286,4.10802094015976
"Qoryooley","72",2018,12,244616,176733,291390,64605,45787,78843,50146,0.143104669246782,1.42296975063026,0
"Rab Dhuure","72",2018,12,46419,24432,73435,12265,6422,19898,9516,0.49194651565301,0.647912076344475,0.847269638296621
"Saakow","72",2018,12,124376,92778,160497,32837,24238,43449,25497,0.264983971401133,1.91820116303584,1.2283217973826
"Sablaale","72",2018,12,44461,3635,71932,11746,963,19207,9114,0.0796253895907409,2.64543823403297,0
"Sheikh","72",2018,12,83068,57951,111652,17691,11655,25161,17029,0.00154170203036752,0.228103050168052,0.0760343500560172
"Taleex","72",2018,12,69630,22822,139373,17042,5405,35919,14274,0.139547343253304,17.8904728048715,0
"Tayeeglow","72",2018,12,90410,68390,111207,23879,17808,29836,18534,0.441421602296114,0.0574391744252175,0
"Waajid","72",2018,12,84214,73945,96287,33579,28797,38693,17264,0.461003087825307,1.10127068335582,0.239406670294743
"Wanla Weyn","72",2018,12,212445,110490,307980,67728,34689,100839,43551,0.136742924870105,0.182228554681396,0
"Xarardheere","72",2018,12,70307,36285,146587,18573,9519,39332,14413,0.356556217818456,1.1188050084768,0.11188050084768
"Xudun","72",2018,12,61847,24081,158592,17722,6748,46869,12679,0.318516435774617,8.59117865574348,0.172315904269927
"Xudur","72",2018,12,118682,104451,127693,39869,34781,43172,24330,0.182138435631356,1.29638088452859,0
"Zeylac","72",2018,12,68700,52664,84937,16294,12132,20758,14083,0.0572593455322094,0.973874821743761,0.684755734038582
"Adan Yabaal","73",2019,1,81204,39503,130526,21472,10237,35388,16647,0.119828064296279,0,0
"Afgooye","73",2019,1,385415,225290,582518,94724,50554,155815,79010,0.289930671373187,2.19520895541912,0.199564450492647
"Afmadow","73",2019,1,177353,75047,286444,46904,19539,77757,36357,0.131903372213764,0.890878980501642,1.61601303439833
"Baardheere","73",2019,1,166338,130130,192723,46757,36085,54990,34099,0.251305164337219,1.2738750277084,0.28172236189705
"Badhaadhe","73",2019,1,77201,55903,114786,20431,14491,31129,15826,0.0107975281244715,0.0834708433313507,0
"Baki","73",2019,1,72961,40872,107019,17191,9346,26051,14957,0.0559897193206845,3.13545858064874,2.47370350332589
"Balcad","73",2019,1,197422,147148,225795,50773,36222,61413,40472,0.232120481906855,0.0780142702466529,0
"Banadir","73",2019,1,2258975,1862479,2566485,590773,488766,673423,463090,0.379441362045804,0.0718917999088673,1.69816468977281
"Bandarbeyla","73",2019,1,27739,12774,49010,7896,3604,14139,5687,0.0610120383019123,1.0540273180692,2.06014430349888
"Baraawe","73",2019,1,89340,77214,116974,23612,19941,31635,18315,0.197507630883104,0.436001473473195,0
"Baydhaba","73",2019,1,559153,434875,688149,172842,133800,212644,114626,0.571791177169814,1.97504392951956,4.2129402858883
"Belet Weyne","73",2019,1,278423,255343,305853,76985,70386,84940,57077,0.570749038075585,0.624702260039681,0.216659743366363
"Belet Xaawo","73",2019,1,93299,84184,99108,22144,19630,23930,19126,0.26464435574951,0.354942260685816,0.12906991297666
"Berbera","73",2019,1,163480,113479,194124,36790,25191,44391,33514,0.0734796146272794,0.281086833381574,0.0319416856115425
"Borama","73",2019,1,712460,333653,1683423,164116,75469,394918,146054,0.023193414592279,0.264059549148742,0.359359236059567
"Bossaso","73",2019,1,417405,126158,663462,112602,33760,180523,85568,0.138512784174674,0.846402285384739,0.707592310581642
"Bu'aale","73",2019,1,103194,85992,119767,27232,22139,32464,21155,0.163516652997977,1.56056987856586,0.207417515505589
"Bulo Burto","73",2019,1,163427,98103,244764,43175,25315,65965,33502,0.117748828069417,8.21516172038738,8.01231822111856
"Burco","73",2019,1,474707,342517,538475,117019,83585,133789,97315,0.0834770474417361,0.12791629539388,0.145260877820169
"Burtinle","73",2019,1,83589,51706,144244,23209,14130,40732,17136,0.0207020280660004,0.272362681586688,0.068090670396672
"Buuhoodle","73",2019,1,66228,49017,87814,17044,11998,23833,13577,0.626423402073309,0.523326506510086,2.26774819487704
"Buur Hakaba","73",2019,1,149587,57087,204378,44468,16723,61255,30665,0.0732753985754348,2.84498889693832,1.01606746319226
"Cabudwaaq","73",2019,1,88607,40072,125401,19065,8425,27386,18164,0.285963587577386,1.91752463319122,0
"Cadaado","73",2019,1,100216,51639,146921,24948,12592,37076,20544,0.421423081102147,0.584521415050954,0
"Cadale","73",2019,1,75884,53554,94311,20038,13886,25359,15556,0.141656055266082,1.30882673199398,0.696184431911692
"Caluula","73",2019,1,54233,49824,59400,13055,11699,14629,11118,0.0590593801692916,0.72214647310866,0.296265219736886
"Caynabo","73",2019,1,67075,50812,105538,17296,12855,28284,13750,0.269216153084138,2.13936340955461,4.21533827364093
"Ceel Afweyn","73",2019,1,92926,33901,130513,22577,8013,32408,19050,0.336802894819914,2.08708590798606,2.84228146679681
"Ceel Barde","73",2019,1,55291,39333,69413,13585,9597,17334,11335,0.16717124371625,0.999983705545853,0
"Ceel Buur","73",2019,1,105576,69091,151541,27323,17189,40454,21643,0.377080985679598,0.35951390850513,0
"Ceel Dheer","73",2019,1,109721,89156,122559,29016,23113,33037,22493,0.165283071493627,0.314905573945193,0
"Ceel Waaq","73",2019,1,52473,32313,71281,13876,8377,19332,10757,0.292809926116437,0,0
"Ceerigaabo","73",2019,1,234362,94624,334983,52890,21032,76636,48044,0.14264041678926,0.96712846024585,0.604455287653656
"Dhuusamarreeb","73",2019,1,151759,96984,181963,36419,23050,43837,31111,0.420952864161836,0.118275717326367,0
"Diinsoor","73",2019,1,94023,47715,147957,29431,14906,46409,19275,0.0724552863084277,9.73146762417771,0.529931405277004
"Doolow","73",2019,1,61068,35109,116185,15584,8956,29880,12519,0.352150988102914,0.155730840854868,2.70582335985334
"Eyl","73",2019,1,82754,47009,134689,24405,13630,40317,16965,0.033693056098853,0.150474318728211,0
"Gaalkacyo","73",2019,1,438109,263551,718557,128096,76900,211588,89812,0.398272244775719,1.6394938019995,3.01051723578604
"Galdogob","73",2019,1,165363,49003,463861,45681,13205,132611,33899,0.0271827445570157,1.84052472039227,1.68805521692782
"Garbahaarey","73",2019,1,118235,75729,184770,31237,19791,49925,24238,0.231489033585647,1.99737915306011,2.12466311869629
"Garoowe","73",2019,1,209805,97298,274822,70937,32790,93717,43010,0.0708273303743842,0.591448511529492,0
"Gebiley","73",2019,1,154081,124561,174970,34583,27925,39864,31587,0.0799498351588298,0.0725918603545244,0.0725918603545244
"Hargeysa","73",2019,1,1115380,907867,1482721,241375,195034,323740,228653,0.0620732032753792,0.136701020289484,0.30203536239636
"Hobyo","73",2019,1,103140,25439,161012,26196,6297,41617,21144,0.178962313483761,0.62007592966169,0.408342685386967
"Iskushuban","73",2019,1,76532,62154,108642,21982,17646,31665,15689,0.0434263819686942,0.422888907215312,0.750286770865877
"Jalalaqsi","73",2019,1,100292,45126,163197,26491,11719,44248,20560,0.560699680748065,0.905019844644547,0
"Jamaame","73",2019,1,145790,89286,186721,38529,23280,50104,29887,0.132350998233387,10.7208365705193,6.86674465694088
"Jariiban","73",2019,1,101587,61198,135708,28620,16948,38840,20825,0.134549584532042,1.9484843837857,2.12168299567776
"Jilib","73",2019,1,166916,136613,190066,44105,35369,51595,34218,0.0874140895184489,1.84799386572457,0.268355544857694
"Jowhar","73",2019,1,309434,185691,417974,81357,44990,118699,63434,0.247886329237358,0.507924026557335,0.252160864248322
"Kismaayo","73",2019,1,303070,256453,367207,74755,62999,91051,62129,0.11789164685288,0.174216416640821,2.49933551565485
"Kurtunwaarey","73",2019,1,134438,18587,225065,35527,4860,59832,27560,0.167545537599638,25.2974946923584,0.513243352007271
"Laas Caanood","73",2019,1,197286,146467,311001,53640,39188,85840,40444,0.499193083972765,0.109309058661951,0.978316075024463
"Laasqoray","73",2019,1,212532,55268,406045,51727,13011,101624,43569,0.07882717086857,3.19533380566999,2.72476208131954
"Lughaye","73",2019,1,76075,51172,109713,18110,11849,26801,15595,0.1541415234233,1.32220262147048,0.84272254994822
"Luuq","73",2019,1,97710,78657,111193,27672,22027,31994,20031,0.54816522643748,0.501497151359325,0.679110725799086
"Marka","73",2019,1,250869,95389,483770,66292,25062,130351,51428,0.672019975687477,3.76424742756124,0.843528835307842
"Owdweyne","73",2019,1,84920,48457,128698,17860,10003,27538,17409,0.0965623114051242,3.04287847003239,2.61767274496236
"Qandala","73",2019,1,143246,52958,489679,39269,14034,137919,29365,0.0577340492821236,3.00622560254259,2.34771904198564
"Qansax Dheere","73",2019,1,81029,30833,134501,26757,9874,45574,16611,0.0748068088653491,8.96391774337792,0
"Qardho","73",2019,1,183153,102240,291090,52396,29098,84055,37546,0.282185874419993,1.19131216734901,4.50766766023949
"Qoryooley","73",2019,1,245123,176695,292983,64774,46357,79250,50250,0.142242864735888,2.21889583762427,0
"Rab Dhuure","73",2019,1,46929,24847,74062,12393,6543,20031,9620,0.489218899746783,1.62180366670667,8.8953473840578
"Saakow","73",2019,1,124489,92736,160744,32872,24250,43525,25520,0.26523239686786,2.00066967353716,1.9250140976471
"Sablaale","73",2019,1,44690,3682,72337,11820,974,19398,9161,0.0785440173039108,0.824141413226663,0
"Sheikh","73",2019,1,83197,58036,111831,17715,11738,25196,17055,0.00151869155988589,0.151833984119476,0
"Taleex","73",2019,1,69620,22649,139576,17037,5477,35907,14272,0.138967477451909,5.21996544340123,0
"Tayeeglow","73",2019,1,90654,68524,111536,23950,17796,29927,18584,0.438323211723005,1.09978483996412,1.134153116213
"Waajid","73",2019,1,84613,74228,96789,33729,29063,38857,17346,0.460430796534482,3.18095666750017,4.74165076279052
"Wanla Weyn","73",2019,1,212841,110648,308606,68032,34611,101637,43632,0.136671341128189,0.341703382550072,0
"Xarardheere","73",2019,1,70664,36473,147190,18671,9562,39425,14486,0.355455671964275,0,0.796325334655113
"Xudun","73",2019,1,61790,23915,158744,17649,6716,47052,12667,0.317541259296874,5.75472748008646,0
"Xudur","73",2019,1,118971,104632,128121,39985,34855,43387,24389,0.18054781861159,0.329648679534378,0
"Zeylac","73",2019,1,68832,52766,85100,16328,12233,20717,14111,0.060532280247327,3.58413251122986,3.96380756538557
"Adan Yabaal","74",2019,2,81242,39464,130652,21482,10230,35422,16655,0.119212556304745,1.65771364779033,0
"Afgooye","74",2019,2,384902,224183,582704,94598,50335,155768,78905,0.291210823098897,6.46905506179794,1.72249412582252
"Afmadow","74",2019,2,177759,75229,287071,47011,19611,77900,36441,0.133050267802369,0.654355450693337,1.90796273517952
"Baardheere","74",2019,2,166441,130157,192900,46786,36100,55035,34120,0.25115156724035,2.39325736753431,1.1690848010206
"Badhaadhe","74",2019,2,77320,55985,114969,20462,14513,31178,15851,0.0107959223533016,0.152795288358499,0
"Baki","74",2019,2,73083,40938,107200,17220,9362,26095,14982,0.0574603863970069,2.09201216730729,2.20211807084978
"Balcad","74",2019,2,197942,147510,226526,50907,36328,61582,40578,0.240867437433822,9.91233735388328,10.306548572562
"Banadir","74",2019,2,2262311,1859774,2573007,591645,488134,675276,463774,0.37934086418764,0.261296895773427,2.01858540472065
"Bandarbeyla","74",2019,2,27717,12703,49052,7890,3584,14143,5682,0.0652867646761686,9.60545782579652,4.65864704551131
"Baraawe","74",2019,2,89506,77350,117199,23656,19977,31693,18349,0.197360399290871,0,0
"Baydhaba","74",2019,2,559994,434215,690200,173102,134173,213212,114799,0.570412398347527,1.69338976238784,3.94638195432688
"Belet Weyne","74",2019,2,278858,255835,306411,77105,70481,85075,57166,0.566139250702923,0.29564028708019,0.0937396032205482
"Belet Xaawo","74",2019,2,93430,84282,99264,22175,19653,23962,19153,0.263685668716555,0,0
"Berbera","74",2019,2,163691,113603,194390,36838,25218,44450,33557,0.0728311961476483,0.312636770335716,0
"Borama","74",2019,2,713570,334091,1686162,164372,75577,395545,146282,0.0232964804957508,0.285468701515886,0.307275338437239
"Bossaso","74",2019,2,418042,126272,664535,112774,33807,180797,85699,0.138837835271156,0.740407566864281,0.713360715106682
"Bu'aale","74",2019,2,103301,86066,119912,27260,22160,32500,21177,0.163722001225517,1.32218114462476,0.65122354884503
"Bulo Burto","74",2019,2,163699,98232,245209,43247,25354,66071,33558,0.118440236280908,1.82253456029981,1.39727649622986
"Burco","74",2019,2,475479,343054,539365,117209,83715,134011,97473,0.0838929729803615,0.64503735089415,0.690493003138368
"Burtinle","74",2019,2,83899,51950,144670,23295,14199,40848,17199,0.0231860709336329,0.637363147462824,2.72574452425591
"Buuhoodle","74",2019,2,66490,49297,88003,17111,12054,23911,13631,0.620611404233983,0.489571191033223,0.979142382066446
"Buur Hakaba","74",2019,2,149816,57035,204817,44536,16729,61360,30712,0.0732803240950864,1.7079859906399,0.0507322571477199
"Cabudwaaq","74",2019,2,88846,40158,125782,19117,8465,27452,18214,0.284128004515768,0.199111721378868,0
"Cadaado","74",2019,2,100354,51595,147201,24982,12602,37125,20572,0.419318051879583,0.515106832152901,0.41208546572232
"Cadale","74",2019,2,76025,53656,94480,20076,13912,25408,15585,0.140648106970347,0,0
"Caluula","74",2019,2,54284,49856,59469,13068,11711,14644,11128,0.0584144257038439,0.443977861664261,0
"Caynabo","74",2019,2,67311,50967,105868,17357,12895,28365,13799,0.269622245859034,2.44726427860823,3.06302754870965
"Ceel Afweyn","74",2019,2,93080,33938,130762,22615,8027,32456,19081,0.335311935356107,1.82313758690023,1.42561134614755
"Ceel Barde","74",2019,2,55189,39172,69370,13560,9562,17316,11314,0.186143845270105,24.2031090716182,19.6650261206898
"Ceel Buur","74",2019,2,105782,69214,151843,27376,17233,40529,21685,0.376570211596926,0.184522935194004,0.0615076450646681
"Ceel Dheer","74",2019,2,109913,89308,122775,29067,23153,33094,22532,0.165262881306667,0,0
"Ceel Waaq","74",2019,2,52565,32371,71411,13900,8392,19368,10776,0.291979711327072,0,0
"Ceerigaabo","74",2019,2,234714,94705,335532,52969,21066,76754,48116,0.143507081446404,1.94200256125486,2.06797029495788
"Dhuusamarreeb","74",2019,2,151891,96930,182234,36450,23053,43899,31138,0.41933039102813,0,0
"Diinsoor","74",2019,2,93826,47066,148436,29369,14739,46470,19234,0.0726878453316573,11.6179291359368,0.229698911116337
"Doolow","74",2019,2,61321,35255,116566,15648,8996,29976,12571,0.35400600503092,0.716736356649415,4.64910069177999
